Name,Creator,Image,Description,Difficulty,Time,Paper Shape,Sheets,Image_GitHub
Hammerhead shark,Yukihiko Matsuno,https://origami-database.com/wp-content/uploads/DSC00711-export-3000x3000.jpg,A hammerhead shark model with distinctive head.,Moderate,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00711-export-3000x3000.jpg
Allosaurus,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC00704-export-3000x3000.jpg,A standing dinosaur with open mouth and short arms.,Moderate,30 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00704-export-3000x3000.jpg
Hercules Beetle,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC00685-export-3000x3000.jpg,A six-legged beetle with distinctive horn.,Intermediate,30 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00685-export-3000x3000.jpg
Shark,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC00680-export-3000x3000.jpg,A simple shark model.,Easy,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00680-export-3000x3000.jpg
Pegasus,Phạm Hoàng Tuấn,https://origami-database.com/wp-content/uploads/DSC00670-export-scaled.jpg,A pegasus model folded from a single square.,Intermediate,35 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00670-export-scaled.jpg
Cap,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC00674-export.jpg,A simple 3D cap.,Easy,5 minutes,1:2 rectangle,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00674-export.jpg
Kangaroo,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC00664-export-scaled.jpg,A stylized kangaroo model.,Moderate,16 minutes,Isosceles right triangle,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00664-export-scaled.jpg
Brown Bear,John Szinger,https://origami-database.com/wp-content/uploads/DSC00658-export-3000x3000.jpg,Single-colored bear model standing on four legs.,Moderate,18 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00658-export-3000x3000.jpg
Butterfly,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC00628-export-3000x3000.jpg,Simple butterfly model.,Easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00628-export-3000x3000.jpg
Asian Elephant,John Szinger,https://origami-database.com/wp-content/uploads/DSC00611-export-3000x3000.jpg,"With reverse-colored tusks, this model is 3D sculpted to represent the elephant’s physique.",Intermediate,35 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00611-export-3000x3000.jpg
Songbird,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC00621-export-3000x3000.jpg,A standing bird with independent wings.,Moderate,14 minutes,Isosceles right triangle,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00621-export-3000x3000.jpg
Fish,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC00616-export-3000x3000.jpg,Traditional origami fish.,Easy,3 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00616-export-3000x3000.jpg
Mouse,Steven Casey,https://origami-database.com/wp-content/uploads/DSC00617-export-3000x3000.jpg,"Sitting mouse with a long, thin tail.",Moderate,15 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00617-export-3000x3000.jpg
Quetzalcoatlus,John Montroll,https://origami-database.com/wp-content/uploads/DSC00603-export-3000x3000.jpg,This flying dinosaur model has reverse-colored eyes.,Moderate,19 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00603-export-3000x3000.jpg
Diplodocus,John Montroll,https://origami-database.com/wp-content/uploads/DSC00599-export-3000x3000.jpg,A long model that captures the hulking posture of the diplodocus.,Moderate,25 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00599-export-3000x3000.jpg
Bull Walrus,John Szinger,https://origami-database.com/wp-content/uploads/DSC00580-export-3000x3000.jpg,This model captures the distinctive pose and long tusks of the walrus very well.,Moderate,22 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00580-export-3000x3000.jpg
Canoe,John Szinger,https://origami-database.com/wp-content/uploads/DSC00581-export-3000x3000.jpg,A 3D canoe model with pointed ends.,Moderate,12 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00581-export-3000x3000.jpg
Duck,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC00573-export-3000x3000.jpg,A simple model of a duck.,Easy,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00573-export-3000x3000.jpg
Giant Panda,Anita Barbour,https://origami-database.com/wp-content/uploads/DSC00568-export-3000x3000.jpg,A stylized panda bear.,Moderate,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00568-export-3000x3000.jpg
Triceratops,Steven Casey,https://origami-database.com/wp-content/uploads/DSC00555-export-scaled.jpg,Dinosaur model that features a three-horned head.,Moderate,20 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00555-export-scaled.jpg
Rabbit,Steven Casey,https://origami-database.com/wp-content/uploads/DSC00574-export-scaled.jpg,"With fluffy ears, breast and tail, this model has interesting color changes when folded with two-colored paper.",Moderate,24 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00574-export-scaled.jpg
Swan,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC00570-export-3000x3000.jpg,A simple swan model with a long neck.,Easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00570-export-3000x3000.jpg
